free_text,label_id
"Nhân cái chuyện giới trẻ nín đẻ và viễn cảnh tương lai khi không có đủ lao động, tao kể tụi mày nghe chuyện này. 2016 tau được học 1 khóa An ninh du lịch trong lĩnh vực Xuất nhập cảnh, giảng viên là Phó cục trưởng cục QLXNP. Ảnh nói chủ trương của VN là hạn chế 3 nhóm du khách 1. Châu Phi 2.Hồi giáo nghèo 3. Ấn độ nghèo. Vì ba các nhóm này qua VN cực kỳ phức tạp, tỉ lệ phạm tội cao và toàn ở lại bất hợp pháp , CA rất vất vả mà ko làm gì được.",2
Tâm t ác t thấy tội bạn này,0
thầy dùng ẩn danh mà mấy đứa,0
"Cứ cãi là cty nào cũng nợ đi. Gớm tầm này năm ngoái nó lên đến 8 trăm mấy vẫn bảo bình thường, h nó tăng trưởng lên cụ 1tr rồi. Ae cứ cbi tinh thần làm lụng mà cứu chaebol nhé, cuối năm tích cóp làm con xe điện giải cứu con tin",0
"Cơ mà du lịch VN ko hấp dẫn mấy vs bọn lắm tiền hay tier cao bên Tây nhỉ, có vẻ qua đây phần nhiều vẫn là đám Tây balo vs Ấn trung lưu đổ lại. Có ai có nghiên cứu cái này cho xin",0
Mẹ mấy người đang ở yên cũng dính đạn bọn này vô ý thức vxl,1
"ê thiệt, nãy đọc mấy bài đó khắm vãi, t rất vui khi VN thắng luôn, tụi nó như có cái cớ được ra đường, làm loạn hết cả lên, làm ảnh hưởng người khác mà kêu văn hóa",1
Ăn bốc thì vẫn là đang sống ở thời kỳ đồ cổ,1
"Mấy ng công giáo có thể gom về 1 đảo hú hí vs nhau dc ko, phiền xh thật ấy",2
cái t quan tâm là có lên đồn uống trà chưa ấy,0
"coi Cô còn băng vệ sinh không, ban phụ huynh cần hỗ trợ ngay cho Cô nhé, quần sịp Cô có bị rách không cũng phải mua thêm cho Cô chục cái đề phòng hờ",1
Muốn đi nhanh thì thuê xe rồng,0
"T đi công tác ấn độ mới biết thật sự là ác mộng, biến thái, bẩn thỉu, không có ý thức, tác phong",2
"Làm t nhớ có quả truyện sếch có cảnh nvat mang áo dài, thế là bị tế tung l vì “dám đem quốc phục vào truyện đồi truỵ”🫩 idek sao phải phải ứng như thể tụi nó chưa bh đọc mấy quả truyện nvat mang sườn xám TQ, kimono NB sếch tung l v. Với cả truyện đấy t nhớ còn ko vẽ sai về áo dài, tsb cái áo dài cách tân của lũ pháp vốn để “tôn vinh đường cong phái đẹp” nghe thôi đã sexualize vl rồi mà còn phải sợ nó bị tduc hoá🫩🥀✌️",1
Video chú làm rất ý nghĩa cũng như đúng thực trạng bây giờ. Mong chú giữ gìn sức khoẻ ạ,0
"Mẹ nào con nấy.....hãm cả đôi, may cho bạn, chứa vớ vào chưa là gì mà bị nói nặng nhẹ rồi",1
ôi mấy đứa kia ghen ăn tức ở kh dc như ta cái lỡ sai nó kh cho ta con đường sống lun trs chả khác j giết người gián tiếp đúng là mấy đứa rắn độc,1
"Vợ đẹp, con ngoan,chức quyền, danh tiếng, sự nghiệp = lén lút ngoại tình = chúc mừng ô, ô vừa đánh mất tất cả: liệu có đáng không",0
"hoan hô kênh, tôi chơi với dân hà nội, chúng nó còn khôn vặt hơn dân thanh hoá nhiều, không bao giờ chi tiền trong cuộc chơi",2
cái việc kỳ thị ng học gdtx sẽ tồn tại mãi và không bao giờ hết =))) nó là cái tư tưởng rồi,0
Từ cái thứ lúc mà vụ chê bánh mì này thì mình mới biết đến cô gái này trước thì không cũng chưa từng xem clip nào của cô gái này,0
Ấm độ là một đất nước có màu da xỉn màu xấu xí phong tục ăn bốc rất mọi rợ,2
"t thấy lgbt bình thường mà, kì thị làm gì",0
"man rợ, mọi rợ",2
gòi lun. giờ blhđ k chỉ riêng cho học sinh nữa,0
"tự do tôn giáo ai cũng có nhưng mà bạn sinh ra là người Công giáo, là bạn có đặc ân rồi mà ko biết trân trọng, còn lên đây viết ntn thì mình cũng chịu , có thể bạn còn ít tuổi chưa ngẫm nghĩ được nhiều nên sẽ thấy bị ép buộc",0
Mh người mN nghĩ Khuê ơi em bị não á,1
"Nhiều phụ nữ ngộ nhận lắm. Ưng cái người vô tâm, hời hợt lắm lun. Ko có 1 chút gì gọi là tinh tế với vợ nhưng với phụ nữ khác thì có. Đối xử với vợ còn thua 1 thằng bạn nữa. Người ngoài ai nhìn vào cũng thấy rõ. Mà họ cứ thanh minh thanh nga khô khan vậy chứ ảnh thể hiện tình cảm theo kiểu khác, cũng thương vợ lắm . Sự thật là những người phụ nữ đó họ quen với cách cư xử đó, họ cần người đàn ông hơn vì sợ cô đơn, sợ ko có người đồng hành.",0
Thằng Rock Gear hết kỳ thị LGBT giờ đổi sân chơi rồi à,1
đau quá,0
"Nhớ lúc mới đi du học, ngồi bus liên tỉnh cùng thanh niên ấn. Má, cái mùi tanh của cá, mùi cà ri, mùi quần áo ẩm, mà hình như còn mùi thuốc lá. Thề luôn, tởm tới tận bh. Đéo bh quên.",2
riêng tư rồi,0
con t mà v chắc t vứt cụ nó xuống cống luôn,1
"Hiền Lương tên thật là Nguyễn Thị Hiền Lương, sinh năm 2002 tại Hà Tĩnh, cô là MC đám cưới, nhưng đến nay, cô bị mọi người phán đoán rằng cô cố tình bôi nhọ ẩm thực của Việt Nam qua câu: Váy dính tí nước biển em lại tưởng em là hải sản.",0
"dạ em sharing câu chuyện của em hoi, mấy anh q12 đừng ib làm quen em nha, em chưa có mún có pồ huhuhu",0
sợ cộng đồng mạng thật,0
thầy đăng video này mà. chả hiểu kiểu gì,0
"Eo ôi ko biết bác có hay gặp mấy đứa mặc áo trắng chuyên chặn đầu xe ban đêm ko? Thề em bực mình vl bác ạ, muốn đi nhờ xe thì vẫy tay đàng hoàng chứ éo gì phóng vụt ngang đầu xe làm giật cả mình. Loại ko có ý thức",1
"Má, 1 năm drama, tù tội bằng 10 năm cộng lại, quá rực rỡ luôn",0
Tốt cái mịa gì loại đó :)))) tâm lý nó thích khắc sâu thêm nỗi đau của người làm cha mẹ thì có.,1
"Cái ngu của mấy người đòi không đẻ đó là giao hết tương lai già hoá của bản thân cho một thế hệ kế cận được sinh ra bởi đám jet jet ô hợp, nam thì ra đường tìm bố, nữ thì mặc áo hở dú đen quần đùi trắng chụp ảnh tone filter hồng tím, lên mạng chỉ biết nói về tình yêu, nghe nhạc remix tình yêu nồng cháy miền tây. Mọi người thật sự nghĩ cái tương lai đấy là nhân đạo hả? T thì chỉ thương cho đám con nít ""bao đồng"" lỡ được sinh ra tiếp theo thôi.",2
Luôn Giữ Bình Tĩnh,0
"nó ăn bánh mì thấy khổ mà t ngồi xe ô tô tài xế riêng đi làm gặm bánh mì heo quay, bánh mì trứng, bánh mì chả, bánh mì xíu mại, bánh mì chả cá mỗi ngày mà t vẫn thấy sướng =))",0
Mình xác nhận bạn này đã có nhiều đơn tố cáo tại CA khu vực mình ở (mình là chủ nhà cho bạn này thuê phòng mới đây). Bạn xem bài mình mới đăng nhé,0
Misandrist né đàn ông nhưng misogynist lại thèm khát đàn bà hơn ai hết,1
Giờ mới biết vụ này. Mình hay đi nhiều khi chúng nó văn vở kiểu này mình cũng khó chịu nhưng ko làm gì đc. Từ giờ t biết rồi t sẽ huỷ chuyến cho chít mịa lũ choá đẻ để,1
Này là kiểu no biết từ vid kia r cứ lì ra là free nên làm hoài dó làm căng lên ko thì lên đồn là hết liền,0
"1 : Bánh mì ngon vãiii , nghèo mới ăn thì tui nguyện nghèo cả đời , cuốc hồn quốc túy của VN
2 : Sài gòn nhiều gà ngon và quần áo đẹp nha
3 : phở lúc nào cũng ngon , ko có gạo mốc j ở đây hết
4 : nhiều chủ tịch lớn ăn cơm trong cái hộp xốp trắng , quê mùa gì ở đây
nếu mik nói thiếu cái gì nữa mng bổ sung giúp mik ở phản hồi nha",0
bộ muốn ngta die mới vừa lòng hạ?,0
"Thái lan thua đau nên bị điên khùng rồi , CĐV lại còn đòi tìm trọng tài ăn thua nữa nhục quá đi...",2
"M ăn bám bố mẹ hay sao m rành quá zạ ? Già r còn báo ông bà già hả? Hèn chi ăn tô ramen thấy tiếc tiền là đúng. Nghèo ko sợ, nhưng đã nghèo mà còn ngu thì sợ lắm nhé",1
trò kì z,0
"Cô này mà đc tuyển à, đuổi mẹ bả đi, mất lịch sự vô văn hóa",1
Kẻ bảng kê cả Fragrance/Coach bag/Tory Burch bag đếm số vô mà chừa Chanel beauty + Gentle Monster của con em tao ra nhằm mục đích hốt cứt mấy con óc chó mà ăn thì đừng trách tao đồn :)),1
"Còn tuân theo đúng bản năng thích là quan hệ thì khác gì loài động vật vô tri. M nên cưới đĩ về làm vợ cũng đc, hay mấy con fwb xả đồ ấy. Và ba m cũng có thể tri thức như m nên mẹ m cũng có thể là đĩ ấy chứ",2
Côn đồ thứ thiệt,1
Năm nay quá hấp dẫn.,0
"Rồi các em cũng sẽ nối nghiệp phụ huynh đi làm cán bộ. Với vốn văn hóa và giáo dục được chui rèn nhiều năm ở gia đình và nhà trường ở TQ, vẫn mô típ tiền bạc và quyền lực đứng trên pháp luật khi các em làm ở các vị trí ra quyết định. Không chừng giải quốc gia của các em cũng nhờ gian lận.",1
Tôi được tiếp xúc đủ mọi thành phần mọi màu da trên thế giới nhưng thứ tôi hãi nhất là đoàn khách đến từ Ấn Độ. Nó ở bẩn ám khí ám mùi cả chiếc giường sạch sẽ thơm tho chỉ qua một đêm là bốc mùi cà ri.,2
"tởm nhất là cái cụm từ lgbt là cộng đồng yếu thế, tao đéo biết yếu thế chỗ nào trong khi bọn nó vẫn có tay chân não đầy đủ, vẫn đi làm sống bình thường, vẫn sống lươn lẹo nói đểu sau lưng ng khác, drama hàng ngày. chắc bọn nó là kiểu như quái thai dị tật từ trong suy nghĩ nên tự nghĩ mình yếu thế.",2
Trải nghiệm đi rồi biết. Không tiêu cực như ông bán cơm và cố gắng hòa hợp là được chứ còn đm ở đâu có người này người kia còn riêng thanh hóa thì không hoặc có rất ít ít người tốt,2
Nó học giỏi con giáo viên đó c nma dính vào nhà cái :)),0
Tất cả cuối cùng là trọng tài quyết định,0
Đôi khi học tâm lý học tại vì ko đủ điểm để vô chuyên ngành khác.,0
phim ấn nó ảo ma mà,0
bên mình cũng đầy chả thua nước bạn đâu,0
"May là phụ nữ, chứ phải đàn ông thì mày cũng no đòn rồi",1
Tội nghiệp nhỏ đó ghê đẹp mà bị não nhỏ,1
Ng da đen rất hôi,2
Đéo hiểu vượt chông gai để làm đéo gì trong khi người khôn người ta chọn đường không gai không chông người ta di,1
"Xem kênh của Monsier Tuna đã lâu và nhận thấy điểm đặc trưng của kênh là cách chơi vần văn vở của chủ kênh và giọng rất ấm, nhấp nhả câu từ rất tốt. Câu truyện truyền tải rất thực tế và yêu quý bạn, đã học hỏi được rất nhiều từ bạn",0
"Nói thật là ng ta có ở truồng nhưng ng ta ko cho xơi thì cũng phải nhịn. Chứ đâu ra cái kiểu đổ thừa ng ta ăn mặc hở hang, … này nọ!",1
"Các chú công an, bảo vệ đứng trong hầm, toàn người lớn, người có tuổi cả, vẫn đang trầu chực để giữ bình yên, an toàn cho một lũ dân trí thấp đang hò hét như sở thú và đéo suy nghĩ gì đến người khác. Vui thì vui một lúc, niềm vui niềm tự hào cũng nên học cách thể hiện. Đừng hành xử như một lũ đéo có não, vô văn hoá nhưng núp dưới cái bóng của yêu nước với tự hào dân tộc🖕",2
Gái miền tây nghe đồn là siêng ăn lười làm. Người thanh hoá tài cao nhưng tự cao quá,2
ủa ng ta nói j sai à hay ngồi xem cả tiếng xem cái mik k thích,0
Chỉ sinh sống tiếp súc và làm việc với người miền nam với cảm nhận đc. Tôi người miền bắc nhưng rất quý người dân miền Nam.,0
"tao ghét cái tánh của tụi nó là cái tánh kiểu OCD quá mức, kì thị người khác như tụi nó thượng đẳng lắm",1
"Mỗi dứa 1 bậc hạnh kiểm, mời phụ huynh rồi đình chỉ 1 tuần cho chừa :))",0
"Hehe vua nghề Vẫn luôn thắc mắc đến khi nào thì có NOXH dành cho bác sĩ, giáo viên, kỹ sư và thực sự là NOXH cho các bạn trẻ có thể mua được.",0
Tiếc là VN ko dám làm mạnh tay như tq.,0
Trung Quốc năm đó ra chính sách 3 lằn ranh đỏ. Còn VN chỉ có chính sách ai phản Vin sẽ bị quy chụp là 3 que,0
"Đại học bây có phải kiểu phổ cập đại chúng toàn dân đâu. Các trường tự chủ tài chính giống như 1 doanh nghiệp rồi, kinh tế thị trường nên hãy chấp nhận điều đó. Nhà nước không có chế độ gì cho học đại học cả vì 18 tuổi là thừa đủ khả năng, sức khoẻ để ra ngoài xã hội kiếm tiền bù học phí rồi.",0
"Ấn độ họ ở dơ đứng phía sau phi châu, còn thêm mùi dầu thơm hoa hồng của họ, thật là nhớ đời, còn thêm mùi cà ri",2
Tự hào là trai thẳng,0
làm hơi quá rồi ấy:)),0
Video rất hay tôi đã xem 36 lần,0
Bọn này nó ăn cà ri suốt ngày mà,2
t thấy lgbt bth mà t,0
M gay thì nói mẹ ra chẳng có thg con trai bình thường nào nó thích đọc truyện gay đâu,2
Cái thứ đang bà hư hỏng vứt nó đi cho goi có con hay ko có cũng vứt đi,1
Đây ồi. Chờ mãi mới thấy cmt có ý nghĩa,0
"t nói ở quê là nói giảm nói tránh đấy, nói thẳng ra ng nhà quê đâu phải ai cx thế hiểu kh",1
"thực ra châu Âu cũng ngán nhất 3 hội này mà, khủng hoảng nhập cư với tị nạn toàn từ 3 hội này",2
"Học lop mấy mà điêm tiền ủng hộ người dân lũ lụt bị thiếu vậy ta, nhưng quá hay khi nghe hoi nứoc năm, công nhân bị no tiền là đúng ra kêu gọi, mà stk cá nhân moi ghê, mở miệng thì mô phât mà tiền vô tk yêm ru",0
"Tao thì không phân biệt mà là kì thị bắc kì, với tao bắc kì chỉ là súc vật nửa người nửa thú",2
Chắc ko biết đây là năm 2026,0
"Supachok❌
Super choke✅",0
"Thằng bạn học cùng lớp con tui người HN mới 9t mà mỗi lần chở nó đi trong xe hơi nó nói chuyện cứ gào lên như sợ người khác tranh mất phần, rất nhức đầu, nhiều lần vc tui nhắc nó nhỏ giọng lại mà nó quen vậy rồi bạn ơi. Cái này tâm lý học gọi là vô thức tập thể, mà vô thức nó chi phối 98-99% hoạt động hàng ngày. Quan sát thêm thì tui thấy những nơi bị CS cai trị 3 thế hệ trở lên như TQ, MB là họ không có ý thức phân biệt cái chung & cái riêng, cứ lấy cái chung làm của riêng.",2
"T hay tip, nhưng ai xin thì t ko cho tánh t kì vậy á",0
Nói thật chứ bọn Ấn Độ này nó khinh thường phụ nữ lắm,2
"Có chỗ thì bị lừa sang, có chỗ là tự nguyện sang vì tham ăn lười làm. Thằng trong video thì là chó chứ đéo phải người.",1
Hội những ng ko mất xu nào liên quan những vụ này kể cả vụ pate cột đèn gần đây dơ tay:))) xem t có cô đơn ko nào,0
Phải chi họ dùng năng lượng này để thẩm vấn và hỏi cung các học sinh chuyên TQ thì hay biết mấy,0
"gặp phải người đàn bà gọi chồng bằng chó gọi nó bằng anh thì cuộc đời thật chua chát, gặp phải người vợ lúc nào cũng thích được người khác để ý gọi là đồng bóng thì đúng",2
Lại còn “tuổi mới trưởng thành” chả hiểu kiểu gì !???,0
"Những người phụ nữ như vậy , có thể gọi là loại không có não họ sẵn sàng ngồi trên dư luận ... loại này rất đáng sợ",1
"Nguồn thu chính của tất cả trường ĐH là nhờ học phí, trên 90% hết, mà hphi một số trường Công lập cao gần bằng Tư thục luôn rồi
Gian nan đủ đường chuyện đi học, ko có tiền là thở oxy, chắc sắp tới phải có chính sách vay vốn đi học, ko là khốn đốn",0
"Grooming con bé, tán tỉnh rồi húp trẻ vị thành niên xong giờ đi kể lể mình quan tâm, lo lắng, đầu tư cho vợ. M muốn một đứa trẻ con phải vừa xinh, vừa giỏi, vừa biết kiếm tiền, vừa đẻ con cho m à? Nợ nần, vũ phu, cờ bạc, rượu chè, nghiện game rồi giờ lên mạng lè nhè. Mấy thằng grooming đéo bao giờ ra gì",1
Mấy con đĩ xuất khẩu loz xong bị đá toàn rước con lai của nó về,2
thà đón con ở đồn còn hơn đón con ở viện.,0
"Fact, người Việt sính ngoại. Nhưng động đến lịch sử và văn hóa họ rất bảo thủ, nhất là trong những người này, có nhiều người thật ra là họ không biết gì về di sản văn hóa của người Việt.",0
Quá dài dòng,0
Chưng cư CBD và các toà nhà công ty ở sau uỷ ban Thủ Đức cũ. 1 tổ hợp Livestream .,0
Chuyển qua kênh Hồng Ngọc,0
Ghét trò lôi ba cái bài tuyên truyền đi thi. Lên đại hội đảng mà hát. Vớ vẩn,1
Gay là lũ quái thai lỗi gene. Nên chết tất.,2
"nhìn người Ấn chế biến thức ăn đường phố thì ối giời ơi: kinh khủng khiếp! người với con vật sống gần nhau, đồ phế thải của người và vật ở khắp mọi nơi, khắp nơi đều hôi thối, bẩn thỉu, ruồi bu kiến đậu, người đông nghịt như kiến",2
"Tôi cũng gốc Thanh hóa nhưng thật sự nhiều người thanh hóa sống chà đạp lên nhiều thứ để đánh đổi lấy vật chất. Tôi vào trong Nam họ treo biển không thuê thanh hóa, thậm chí có người còn không bán hàng cho người thanh hoá",2
"hqua đang đứng mua bắp xào dhs có 3 ông anh tầm trung niên phóng qua cầm cái kèn này dí sát tai t r hét? đéo hiểu lắm vô duyên, vô văn hoá dã man ấy? đến hnay tai t vẫn đau vl",1
"Đương Kim Vô Địch Việt Nam(WASINGTON)?
A DI ĐÀ PHẬT",0
có tiền thì thành hoa hậu chỉ vậy thôi,0
"Đúng câu ""Cái miệng hại cái thân""",0
Ôi sao chỉ vì một thành phần mà quy chụp ngành tâm lý quá vậy ạ? Sao lại người có vđe tâm lý hay tâm lý không bình thường mới học ngành tâm lý? Điểm chuẩn ngành năm nay còn cao top đầu cả nước.,0
ai ghét hiền lương t flo hết,0
4:16 cười ko ngừng lun as tròi,0
"Đây là góc nhìn về đạo Tin Lành của một người Kito Hữu như tôi, tôi dùng từ Kito Hữu là vì không muốn phân biệt tôn giáo. Tôi cũng hy vọng trong số bạn bè Facebook của tôi ai theo đạo Tin Lành thì hôm nào có dịp dẫn tui đi lễ bên đó với vì tôi cũng muốn xem thử đạo Tin Lành họ cử hành thánh lễ như thế nào",0
"Kiểu man mát chút, việc đó ko nên nói ra nếu biết ý! Còn thể hiện ""em hiểu ý anh chứ""",0
"M gặp nhiều bê đê đi m sẽ thấy là bọn les khó chịu hơn bọn Gay hàng chục lần. Mấy đứa les thì thật sự là 1 trải nghiệm bad trip. Chúng mang đầy đủ các đặc tính do hormone như sống nặng cảm xúc, đổ lỗi, bốc đồng, thù vặt và thù dai. Đã thế nay còn được đổ thêm dầu là tính nam vào nữa, thích áp đặt, cục tính, thích vũ lực. Tất cả tạo thành 1 quả bom nổ chậm.",2
"Yếu thì nó hèn thôi, hồi trước mạnh vượt trội thì cao cao tại thượng, hành vì thì quân tử (nhưng thực ra là ngụy quân tử)...",0
"có ai giống mình không ? từ trước đến giờ chưa bao giờ dùng tiktok ! thấy mỗi khi YouTube Đăng lên thì biết bên tiktok có người này thế này người kia thế kia thôi chứ bình thường thì nói thật là chưa tải về bao giờ luôn, mình thì chưa già đâu nhưng kiểu đầu nhảy số chậm ấy xem một clip độ dài ít nhất phải như một MV ca nhạc thì mình mới xem được, chứ đầu đã nhảy số chậm rồi còn xem mấy clip ngắn mười mấy giây nữa thì đúng kiểu tai này lọt sang tai kia luôn, mình từng thử xem YouTube short mấy phút mà còn váng cả đầu luôn mà",0
Lại nhét chữ r:)),0
cảm ơn bạn chia sẻ câu chuyện rất hay. qua đây mình nhận ra những người phụ nữ mà mình nên tránh xa!,1
Đàn bà muôn đời đến với đàn ông vì được chu cấp và che chở. Hãy tự trách bản thân đàn ông Bắc kỳ nghèo & vô dụng chứ đừng buộc người ta phải cưới 1 thằng nghèo kiết xác để chịu khổ chung.,2
"Bên Úc cũng ớn mấy nhóm này lắm. Nhưng cha thủ tướng cho một ề Ấn, Bangladesh với châu Phi nhập cư vào qua con đường tị nạn xong nó quậy banh xác luôn.",2
"T ủng hộ gái miền tây lấy chồng ngoại hết đi, cho thoái hóa chết mẹ cái dân tộc chó má này đi",2
"tranh cãi với người ko quen biét mà ngôn từ của nó tởm lợm mât dạy như kiểu có thâm thù đại hận ý, kinh tởm loại đàn bà như con này thật sự",1
ôi nghe mà mắc ị quá có ai giống tui k,0
Chỉ có người bại não mới đi so sánh kiểu vớ vẩn như vậy,1
"Tôi đàn ông mà tát người ta, đưa mặt tát lại đi",1
Trước tôi có biết vụ đột quỵ giới trẻ liên tục là do bệnh viện chuyển hồ sơ qua là vậy chứ là họ bị giết sau đó đc đưa vào lò khiêu thực ra là lò mổ để bán nội tạng tất nhiên là nó lâu rồi và đac đc nhà nước giấu nên các bạn ko biết đâu,0
"con em đi du học dẫn người yêu về ra mắt là anh ấn độ, đang ăn cơm anh ta thẳng tay bỏ đũa xé tan đồ ăn bằng tay không, nhìn người anh kiểu láu không tắm da nó mốc mốc loang lổ như tắc kè hoa lại ăn bốc, thế là mọi người nhìn nhau hết vui luôn",2
Cổ động viên Thái quá kỳ vọng nên họ tưởng tượng rằng xuân mạnh cản người không hợp lệ như thực ra tiền đào thái quá ham bóng mà chạy đập ngực cậu ấy vào xuân mạnh chứ ko phải xuân mạnh chủ động cản người mà chính xuân mạnh bị động thì không thể nào trọng tài phạt được Xuân mạnh. Nên trong luật FIFA để trọng tài cân nhắc những hành vi chủ động và bị động nó là thế vì chánh tình trạng cứ lao xầm vào nhau để hưởng quả phạt hoặc cầu thủ chủ động gẩy bóng vào tay trong vòng cấm địa cũng đòi phạt đền trừ khi cầu thủ chủ động chìa tay cản bóng,0
CHÍNH THỨC: Quốc hội thông qua nghị quyết về di chuyển 2 di tích gồm đình: Đồng Côi (phường Thuận Thành) và đình Tam sơn (xã Lương Tài) thuộc tỉnh Bắc Ninh. Đối vs di tích đền Tân Trăn (xã Lâm Thao) chưa đưa vào nghị quyết này vì các thực trạng và vấn đề liên quan đến luật Tín Ngưỡng và Tôn Giáo.,0
Đau thế :)),0
"Sống trong hang hơi lâu rồi đó nhóc. Tôi Nam Bắc zi cũng sống khá lâu. Ng Bắc chỉ tiết kiệm, ăn keo kiệt, chứ nói vè tài sản giàu có thì chưa bằng Miền Nam. Nhà đất cò bay gãy cánh. MB có cái tật bệnh Sĩ rất cao, nên mua sắm ô tô để thích thể hiện, nhưng nó là tiêu sản.",2
"Vcl cái đ gì vậy Hong Min Gi:)))))
T phải làm gì với thông tin nầy.",1
"Trước mình có học cùng thằng ấn, đợt nào mà nó ăn cà ri cả tuần liền thì thôi, nó mùi kinh vcl các ông ạ",2
Cuối cùng bee cũng bế con này lên,0
Tôi thích bánh mì nha ăn ngon nha,0
Hài vl,0
Người Ấn Độ là giống người khó có cảm tình nhất trên thế giới,2
"Cđv thái vậy tổ trọng tài var ,xử lý theo hình ảnh thực tế mà o thỏa mản quá khích yêu càu lđhđ chấu á có hình phạt. thích đáng cho các hành vi xem thường luât. của tổ chức...gây rối loan tổ trọng tài,,",0
"Có cđb, con này bnh cặc vào rồi mới phán dc thế. Phò hoàn lương à.",1
lgbt là gì,0
"đó khó sửa đó, người ta chạy xe cũng khó cọc mà 1.000 - 2.000 đồng cũng là tiền, không bao nhiêu tiền mất thời gian của người ta thay vì người ta đón khách khác để có tiền người ta nuôi gia đình người ta chứ",0
"nhà báo phóng viên còn chả là cái đinh j ,tưởng mình là thành viên của ban tổ chức hay j mà lm vc ruồi bâu",0
"Page này cùng hội với con insight mất lòng à. T thấy rác như nhau. Rõ ràng con nhỏ trong câu chuyện kia rất kì mà. Mới nhắn ngày đầu tiên đã đòi gà rán, matcha mà không thấy ngại. Đứt dây thần kinh xấu hổ hay gì =)))). Thèm thì tự mua chứ sao phải đòi. Còn riêng cái page kia và 1 số page nữa của nó, tư duy lệch lạc lắm nhé",1
cái tuổi này khó bảo lắm,0
Khi t coi xong vid nờ ô nô đấy t thực sự đã ko muốn nghe muốn nhìn vào vid đấy vì nó quá xúc phạm và dơ bẩn,1
"Chị bá quá,mạnh miệng quá,và hãm quá,chắc mấy cô bán bánh mì né chị ra",1
trên đời nầy đàn bà họ chỉ sống gì tiền và trải nghiệm mà thôi chứ yêu thương gì,2
"má đàn bà sống vì tiền là ác lắm, tránh xa nha mọi người ơi",2
Ngập 30cm thì ko gọi là ngập ?????????????,0
"0:53 Tuna: ""Chào mừng các bạn đến với chương trình rất lâu rồi mới quay trở lại""
Mà cụ thể là hơn 3 năm :))",0
"a thích con trai nông ná thôi, mấy con nái này ưỡn ẹo k phải gu a",2
Thực ra trong cuộc tình này tôi là top lạnh lùng 🤗,0
"Ê cmt này peak thế =))) rõ ràng ý ổng là k phải ổng lười... mà nó ovtk rồi suy diễn vl ra. Đầu óc chỉ có thế xong còn phiến diện, moẹ quanh mà toàn đứa ẩm IC như này thì độc thân cho sướng :v",1
Tôi mất lòng tin ở phụ nữ lâu rồi xem mấy cái clip này riết càng câm thù phái nữ,2
anti như mã thiên hạ muốn tước danh hiệu ai là tước lm lố r đó mấy má ơi,0
Humm giờ mong dân ở tỉnh k lên nữa 😓 kẹt xe vl,1
"con đĩ con chó, cái mồm mày rộng mày đi kể cho người ta nghe để giờ tao không dám nhìn mặt người ta",1
"cảm thấy không sang không lịch sự , câu sau lại bảo k ý chê bai ?? con này hỏng não à",1
Nấu 1 món tinh túy Việt phải ngon chứ đâu Ngu dốt như mày có cửa để nói à. Ăn cá sống nhiều nên não chứa sán đúng hôn? Có tiền mà não ngu chắc tiền ăn bám bố mẹ chứ tiền đếch đâu tự có,1
Không có 500 triệu ko mở mắt,0
Quyền bất khả xâm phạm tài sản cá nhân,0
Dẹp hẳn cái trò đi bão này đi đc k . Tại sao tụi t phải chịu đựng tiếng còi hú hét của bọn nó đến tận 1h sáng trong khi nhà tụi t coa ng lớn tuổi đi làm cả ngày chỉ đc buổi tối nghỉ ngơi,1
Về V.N...da đẹp cho Malai... khâm phục nha,0
"Lũ đàn bà đã quan hệ mà còn chấp nhận để thằng chó đực rựa record lại thì 1 là mê con cặc đến lu mờ lí trí, không biết tự bảo vệ bản thân; 2 là cũng không phải dạng đàng hoàng, coi đụ chịch với trai lạ như ăn cơm bữa, có thể thích chơi tập thể, bú đá.",2
7 học,0
chuản luôn ạ,0
"người mập là auto ngoại hình không đẹp hả, đừng để bản thân bị ảnh hưởng bởi tiêu chuẩn sắc đẹp của bất kì ai chứ
ai cũng có thể đẹp cả, nhưng không phải ai cũng có đủ cả tri thức lẫn nhân cách tốt",0
đc mấy th phố =)) toàn mấy thằng tỉnh lẻ,2
Não bây giờ đang kẹt trong tiktok mẹ rồi,1
"Ghét phụ nữ mà vẫn muốn cưới vợ cơ, hay thật",0
Truy tìm Trọng tài vì cđv thái nghĩ rằng đã nhận tiền của mada pang lại o bắt ép đtvn,0
Méo quan tâm đến bọn này,1
"T nghĩ rằng họ k bán cho nv mang về 1 phần do họ sợ nv cho nhau thêm đồ, t từng thấy có bạn nv bị đuổi việc vì mua đồ về ăn có bill trả tiền nhưng khi bve kiểm tra thì trong bill mua 1 cái nhưng trong hộp là 2,3 cái.",0
"Mắt trắng dã toàn lòng trắng. Môi thâm xì. Da xám như trì. Mũi khoằm diều hâu. Theo nhân tướng học là loại tham lam, gian trá, nham hiểm, độc ác vô nhân tính.",2
"Tinh thần yêu nước cực đoan, luôn quy chụp người khác là co-ca, chả giò",0
khổ bạn thật sự đúng nghiệp duyên với thg cu này r:)))),0
clip 2 là bà ngồi sau nói khó nghe lắm. lần đầu ngồi xe oto hay sao ấy,0
